com_id,com_nam,lin_ima,spo_nam,aff_com_nam,tot_rec,tot_dis,cas_on_han,cov_end_dat
"C00387134","DANIEL WEBSTER PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00387134","SUNUNU, JOHN E","","$1,001.00","$3,292.50","$4,238.53","2014-12-31"
"C00410787","DANPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00410787","","","$10,025.10","$53,006.00",,"2013-07-16"
"C00455360","DAWG PAC - DEMOCRATS AGAINST WASTE IN GOVERNMENT","http://docquery.fec.gov/cgi-bin/fecimg/?C00455360","BARROW, JOHN","BARROW","$237,950.00","$236,391.00","$93,432.96","2014-12-31"
"C00540393","DBM PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00540393","MCKINLEY, DAVID","MCKINLEY","$3,000.00","$595.90","$2,404.06","2014-12-31"
"C00427930","DEDICATED TO ESTABLISHING NATIONAL TEAMWORK PAC (DENT PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00427930","DENT, CHARLES W.","","$91,500.00","$97,507.50","$9,975.75","2014-12-31"
"C00569293","DEEDS NOT WORDS POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00569293","","","$12,500.00","$2,421.90","$10,078.00","2014-12-31"
"C00325993","DEFEND AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00325993","","SENATOR RICHARD SHELBY","$1,194,851.40","$770,765.60","$4,535,691.83","2014-12-31"
"C00463331","DEFENDING AMERICA'S FUTURE","http://docquery.fec.gov/cgi-bin/fecimg/?C00463331","FRANKS, TRENT","FRANKS","$104,030.00","$95,947.90","$11,609.21","2014-12-31"
"C00497594","DEFENDING AMERICA'S VALUES EVERYWHERE (TEAM DAVE)","http://docquery.fec.gov/cgi-bin/fecimg/?C00497594","SCHWEIKERT, DAVID","SCHWEIKERT","$89,325.00","$88,798.80","$566.12","2014-12-31"
"C00571216","DEFENDING AMERICAN VALUES EVERYWHERE PAC (DAVE PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00571216","","DAVID P JOYCE",,,,"2014-12-31"
"C00499996","DEFENDING AND INVESTING IN AMERICA'S NEW ENDEAVORS PAC (DIANE PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00499996","BLACK, DIANE","BLACK","$104,656.30","$84,925.80","$26,139.77","2014-12-31"
"C00531632","DEFENSE, ECONOMIC RENEWAL, EDUCATION AND KNOWLEDGE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00531632","KILMER, DEREK","KILMER","$66,732.90","$83,746.30","$741.39","2014-12-31"
"C00523670","DEL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00523670","","JOHN CARNEY","$148,300.00","$123,703.20","$33,660.37","2014-12-31"
"C00565226","DEMOCRATS MAKING PROGRESS PAC DMP JR PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00565226","","",,,,"2014-12-31"
"C00423079","DEMOCRATS RESHAPING AMERICA (DREAMPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00423079","SANCHEZ, LINDA","SANCHEZ","$138,006.10","$143,266.40","$521.85","2014-12-31"
"C00450577","DEMOCRATS TIME IN NEVADA","http://docquery.fec.gov/cgi-bin/fecimg/?C00450577","TITUS, DINA","TITUS","$79,312.50","$69,232.40","$15,593.21","2014-12-31"
"C00425470","DEMOCRATS WIN SEATS (DWS PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00425470","WASSERMAN SCHULTZ, DEBBIE","WASSERMAN SCHULTZ","$2,187,746.50","$1,988,607.30","$291,587.40","2014-12-31"
"C00438291","DENALI LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00438291","","MURKOWSKI VICTORY 2016","$387,914.20","$474,524.50","$45,888.81","2014-12-31"
"C00500223","DIAMOND PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00500223","","","$22,600.00","$24,661.90",,"2014-02-21"
"C00391797","DIRIGO PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00391797","","SENATOR SUSAN M. COLLINS","$293,437.40","$402,600.70","$65,809.93","2014-12-31"
"C00396721","DOC PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00396721","GINGREY, J PHILLIP","GINGREY","$53,500.00","$106,502.20","$787.62","2014-12-31"
"C00569871","DOING RIGHT - RESULTS ACTION UNITY LEADERSHIP PAC DR RAUL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00569871","","DR RAUL RUIZ","$30,000.00","$26,931.60","$3,068.38","2014-12-31"
"C00531756","DOUGLASPAC-DOING OUR UTMOST FOR GOD LIBERTY AND SECURITY","http://docquery.fec.gov/cgi-bin/fecimg/?C00531756","","DOUGLAS LAMBORN","$30,000.00","$5,284.80","$35,707.39","2014-12-31"
"C00570945","E-PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00570945","","ELISE M STEFANIK","$8,500.00",,"$8,500.00","2014-12-31"
"C00467837","EDPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00467837","PERLMUTTER, ED","PERLMUTTER","$187,500.00","$179,772.30","$18,847.79","2014-12-31"
"C00564187","EDUCATE AND INNOVATE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00564187","","EDWARD J MARKEY","$139,000.00","$84,753.90","$54,246.12","2014-12-31"
"C00571430","EFFECTIVE LEADERSHIP ENHANCING COMMUNITIES TODAY - ELECT PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00571430","","ELIZABETH ESTY",,,,"2014-12-31"
"C00442590","EFFECTIVE LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00442590","","","$51,990.70","$53,382.40",,"2014-03-29"
"C00477067","EMPIRE POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00477067","","KIRSTEN E. GILLIBRAND","$394,358.00","$318,767.90","$171,794.57","2014-12-31"
"C00426122","EMPOWERING EACH COMMUNITY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00426122","","CONGRESSMAN ELIJAH CUMMINGS","$9.30","$2,513.40","$4,888.00","2014-12-31"
"C00390161","EUREKA POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00390161","CALVERT, KEN","CALVERT","$156,000.00","$141,009.40","$23,901.96","2014-12-31"
"C00509174","EVERYBODY COUNTS EVERYBODY MATTERS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00509174","","KEITH ELLISON","$12,500.00","$12,469.90","$562.81","2014-12-31"
"C00541078","EXCELSIOR PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00541078","REED, THOMAS","REED","$127,650.00","$84,919.40","$42,730.61","2014-12-31"
"C00520841","FIGHTIN' NINTH POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00520841","","H MORGAN GRIFFITH","$45,472.00","$37,364.30","$13,083.33","2014-12-31"
"C00528075","FIRST CAPITAL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00528075","PERRY, SCOTT","PERRY",,"$2,016.40","$1,314.72","2014-12-31"
"C00540146","FIRST IN FREEDOM PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00540146","HUDSON, RICHARD","HUDSON","$110,720.20","$72,652.00","$43,093.26","2014-12-31"
"C00531822","FIRST PRINCIPLES FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00531822","DESANTIS, REP. RONALD D.","DESANTIS","$82,070.00","$68,776.60","$15,434.91","2014-12-31"
"C00363648","FIRST STATE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00363648","CARPER, THOMAS","","$637,519.40","$567,427.10","$86,661.81","2014-12-31"
"C00479253","FIRST TEAM PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00479253","","ROONEY","$39,000.00","$16,952.80","$24,445.38","2014-12-31"
"C00432930","FISCAL LEADERSHIP AND KNOWING ECONOMICS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00432930","","FLAKE VICTORY COMMITTEE","$345,476.60","$315,183.70","$36,636.14","2014-12-31"
"C00450247","FLORIDA DELIVERS LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00450247","BROWN, CORRINE","BROWN","$40,500.00","$48,388.90","$18,427.71","2014-12-31"
"C00527911","FLORIDA FORUM FOR SOCIAL JUSTICE","http://docquery.fec.gov/cgi-bin/fecimg/?C00527911","","NICHOLAS RUIZ III",,"$96.60",,"2014-12-31"
"C00431874","FOLLOW THE NORTH STAR FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00431874","KLOBUCHAR, AMY J","","$630,316.50","$552,612.70","$79,730.64","2014-12-31"
"C00409672","FOR AMERICAS REPUBLICAN MAJORITY PAC (FARM PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00409672","","IOWANS FOR LATHAM","$166,127.20","$170,620.10","$78.64","2014-12-31"
"C00426494","FOR OUR REPUBLIC'S TRADITIONS FUND AKA FORT FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00426494","","JEFF FORTENBERRY","$28,500.00","$32,035.10","$313.74","2014-12-31"
"C00447557","FORGING THE FUTURE FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00447557","","",,"$7,252.00",,"2014-09-30"
"C00412791","FORWARD TOGETHER PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00412791","WARNER, MARK","WARNER","$485,200.70","$664,506.80","$171,313.81","2014-12-31"
"C00455717","FREE STATE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00455717","MORAN, JERRY","MORAN","$753,896.90","$847,129.90","$71,769.04","2014-12-31"
"C00437061","FREEDOM AND SECURITY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00437061","","JOHN P. KLINE","$357,343.20","$378,152.90","$5,606.16","2014-12-31"
"C00390674","FREEDOM FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00390674","CRAPO, MICHAEL","CRAPO","$1,379,645.20","$1,010,349.50","$997,591.82","2014-12-31"
"C00491910","FREEDOM MATTERS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00491910","OLSON, PETER","OLSON","$54,110.00","$54,539.70","$5,701.63","2014-12-31"
"C00482703","FREEDOM PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00482703","HICE, JODY","HICE","$5,000.00","$5,033.50",,"2014-12-31"
"C00305805","FREEDOM PROJECT; THE","http://docquery.fec.gov/cgi-bin/fecimg/?C00305805","","BOEHNER FOR SPEAKER","$3,662,245.00","$3,043,827.10","$890,661.12","2014-12-31"
"C00425447","FREEDOM SECURITY PROSPERITY PAC (FSP PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00425447","MACK, CONNIE","MACK",,"$7,358.80",,"2013-01-31"
"C00541128","FULL HOUSE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00541128","","JOE HECK","$80,000.00","$40,559.00","$39,441.00","2014-12-31"
"C00326082","FUND FOR A CONSERVATIVE FUTURE","http://docquery.fec.gov/cgi-bin/fecimg/?C00326082","INHOFE, SEN JAMES M","INHOFE","$404,360.00","$422,323.10","$24,031.47","2014-12-31"
"C00388934","FUND FOR AMERICAS FUTURE","http://docquery.fec.gov/cgi-bin/fecimg/?C00388934","","SEN. LINDSEY GRAHAM","$439,115.30","$437,098.60","$32,213.97","2014-12-31"
"C00433219","FUND FOR THE MAJORITY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00433219","FEINSTEIN, DIANNE","FEINSTEIN","$408,960.60","$373,373.40","$52,046.39","2014-12-31"
"C00489906","FUNDING DEVELOPING LEADERSHIP POLITICAL ACTION COMMITTEE AKA FDL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00489906","","FRANK D LUCAS","$139,811.50","$131,382.40","$50,183.20","2014-12-31"
"C00504365","FUNDING REPUBLICANS SUPPORTING OPPORTUNITY AND GROWTH - JUMP POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00504365","","STEPHEN FINCHER","$61,262.00","$50,293.70","$14,153.10","2014-12-31"
"C00269407","FUTURE LEADERS POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00269407","LEWIS, JERRY","LEWIS","$5,000.00","$23,587.10","$26,562.41","2014-12-31"
"C00490235","GEORGIA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00490235","GRAVES, JOHN","GRAVES","$137,525.00","$139,448.30","$10,427.22","2014-12-31"
"C00571182","GETTING STUFF DONE PAC (GSD-PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00571182","","KYRSTEN SINEMA",,,,"2014-12-31"
"C00516021","GETTING US INVOLVED NOW, TRANSITIONING AMERICA PAC (GUINTA PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00516021","GUINTA, FRANK","GUINTA",,"$1,533.50","$389.13","2014-12-31"
"C00531517","GIVING US SECURITY POLITICAL ACTION COMMITTEE (GUS PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00531517","","GUS MICHAEL BILIRAKIS","$15,500.00","$11,561.40","$9,438.61","2014-12-31"
"C00431478","GIVING WILLINGLY EMPOWERING NATIONALLY (GWEN) PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00431478","MOORE, GWEN","MOORE","$142,432.00","$142,671.00","$5,722.77","2014-12-31"
"C00353953","GLACIER PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00353953","","SENATOR MAX BAUCUS","$486,623.10","$523,719.50","$4,626.47","2014-12-31"
"C00523639","GOLDEN STATE LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00523639","STRICKLAND, ANTHONY A","STRICKLAND","$456.30","$8,262.20","$750.00","2014-12-31"
"C00543116","GOOD FRIENDS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00543116","BONAMICI, SUZANNE","BONAMICI","$8,500.00","$5,158.60","$3,341.36","2014-12-31"
"C00409185","GOOD FUND, THE","http://docquery.fec.gov/cgi-bin/fecimg/?C00409185","GOODLATTE, ROBERT","GOODLATTE","$638,376.10","$563,022.30","$128,305.74","2014-12-31"
"C00317479","GOOD GOVERNMENT FOR AMERICA COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00317479","","",,"$4,091.40","$5,526.50","2014-12-31"
"C00448191","GOP GENERATION Y FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00448191","SCHOCK, AARON","SCHOCK","$782,233.50","$776,352.90","$36,285.99","2014-12-31"
"C00491472","GRANITE OATH PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00491472","","OVIDE M LAMONTAGNG",,"$604.00","$2,273.00","2014-12-31"
"C00497677","GRASS ROOTS INITIATIVE TO MAINTAIN OUR MAJORITY POLITICAL ACTION COMMITTEE A/K/A/GRIMM PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00497677","GRIMM, MICHAEL","GRIMM","$136,312.40","$137,039.80","$15,171.11","2014-12-31"
"C00381996","GRASSROOTS ORGANIZING ACTING & LEADING PAC - GOALPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00381996","LEVIN, SANDER","","$571,250.00","$575,515.90","$2,454.90","2014-12-31"
"C00432104","GREAT AMERICAN FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00432104","BOREN, DAVID DANIEL","BOREN","$5,000.00","$16,833.90","$49,074.30","2014-12-31"
"C00375584","GREAT LAKES PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00375584","STABENOW, DEBBIE","STABENOW","$809,141.50","$732,750.60","$123,286.55","2014-12-31"
"C00457747","GREAT LAND PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00457747","","","$405,750.00","$369,089.00","$72,132.52","2014-12-31"
"C00452748","GREATER OPPORTUNITIES FOR LEADERSHIP DEVELOPMENT (GOLD PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00452748","BISHOP, SANFORD","BISHOP","$35,000.00","$35,864.10","$1,696.81","2014-12-31"
"C00526715","GREATER TOMORROW POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00526715","","GLENN THOMPSON","$85,592.00","$88,179.60","$1,799.02","2014-12-31"
"C00409110","GREEN MOUNTAIN PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00409110","","LEAHY GREEN MOUNTAIN COMMITTEE","$716,023.70","$730,923.90","$43,086.91","2014-12-31"
"C00455980","GREGGPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00455980","HARPER, GREGG","HARPER","$127,200.00","$142,397.90","$1,076.93","2014-12-31"
"C00470286","GROW MO POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00470286","EMERSON, JO ANN","EMERSON","$5,000.00","$20,789.20",,"2014-06-30"
"C00528596","GROW OUR HOUSE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00528596","","","$118,912.20","$143,534.30","$3,730.04","2014-12-31"
"C00388793","GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00388793","","SPENCER BACHUS","$86,050.00","$99,454.70",,"2014-12-31"
"C00481978","GUTS POLITICAL ACTION COMMITTEE A/K/A TRUE BLUE DEMOCRATS","http://docquery.fec.gov/cgi-bin/fecimg/?C00481978","GRAYSON, ALAN MARK","GRAYSON","$47,929.10","$47,645.80","$283.22","2014-12-31"
"C00464644","HARRIS COUNTY CONSERVATIVE CONGRESSIONAL CAMPAIGN","http://docquery.fec.gov/cgi-bin/fecimg/?C00464644","","FAULK FOR CONGRESS",,,,""
"C00415869","HARVEST PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00415869","","",,"$4,622.10","$1,098.27","2014-12-31"
"C00567693","HAWAII PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00567693","SCHATZ, BRIAN","SCHATZ","$24,550.00","$20,728.80","$3,821.21","2014-12-31"
"C00528414","HEALTHCARE FREEDOM FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00528414","","DAVID PHILLIP DR ROE","$411,002.50","$342,783.20","$76,244.44","2014-12-31"
"C00342386","HEART PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00342386","","","$197.90","$3,735.90","$6,373.61","2014-12-31"
"C00523381","HEARTDOCPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00523381","","LARRY D BUCSHON","$40,500.00","$40,367.50","$1,285.14","2014-12-31"
"C00409003","HEARTLAND VALUES PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00409003","","JOHN R THUNE","$1,604,835.40","$1,392,716.80","$530,362.14","2014-12-31"
"C00548792","HECK PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00548792","HECK, DENNIS","HECK","$74,500.00","$61,909.40","$12,590.65","2014-12-31"
"C00471607","HELLERHIGHWATER PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00471607","","DEAN HELLER","$686,280.10","$664,119.00","$42,550.34","2014-12-31"
"C00376038","HELP AMERICA'S LEADERS POLITICAL ACTION COMMITTEE (HALPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00376038","ROGERS, HAROLD","ROGERS","$576,682.40","$569,282.10","$238,766.89","2014-12-31"
"C00496323","HELP UNITE REPUBLICANS TODAY POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00496323","","ROBERT HURT","$200,729.70","$212,980.70","$16,850.03","2014-12-31"
"C00442467","HELPING ENSURE RESPONSIBLE GOVERNMENT BY ELECTING REPUBLICANS (H.E.R.G.E.R. PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00442467","","H.E.R.G.E.R. PAC #2","$57,419.40","$15,738.20","$43,438.31","2014-12-31"
"C00405290","HOLD THE CENTER PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00405290","","BIG EASY COMMITTEE","$649,833.50","$671,562.50","$60,404.23","2014-12-31"
"C00392738","HOLDING ONTO OREGON'S PRIORITIES","http://docquery.fec.gov/cgi-bin/fecimg/?C00392738","","WYDEN FOR OREGON","$885,935.30","$779,434.80","$122,150.02","2014-12-31"
"C00492082","HOOSIERS FIRST PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00492082","","JOSEPH DONNELLY","$420,863.60","$387,445.00","$80,850.25","2014-12-31"
"C00326439","HOUSE CONSERVATIVES FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00326439","WILLIAMS, ROGER","WILLIAMS","$821,402.30","$812,292.20","$93,771.65","2014-12-31"
"C00552851","HOUSE FREEDOM FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00552851","JORDAN, JAMES D.","JORDAN","$5,000.00","$3,127.70","$1,872.31","2014-12-31"
"C00542100","HOUSE LIBERTY FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00542100","","JAMES JORDAN","$101,500.00","$41,390.30","$60,109.73","2014-12-31"
"C00321596","HOUSE MAJORITY FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00321596","LEWIS, JOHN","LEWIS","$32,400.00","$26,000.00","$17,462.11","2014-12-31"
"C00495911","HPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00495911","HUNTSMAN, JON","HUNTSMAN","$74,101.00","$72,569.20","$1,591.06","2014-12-31"
"C00512541","HUDSON VALLEY FUTURE FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00512541","HAYWORTH, NAN","HAYWORTH","$15,500.00","$20,963.00","$3,191.11","2014-12-31"
"C00549014","HUDSON VALLEY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00549014","MALONEY, SEAN","MALONEY","$25,750.00","$20,710.90","$5,039.11","2014-12-31"
"C00464727","HUSKY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00464727","","JOE COURTNEY","$102,750.00","$106,671.40","$5,332.34","2014-12-31"
"C00455840","I-PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00455840","LOEBSACK, DAVID","","$27,000.00","$32,539.30","$4,086.69","2014-12-31"
"C00484667","ICE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00484667","","FRIENDS OF ERIK PAULSEN","$216,700.00","$215,806.20","$9,184.67","2014-12-31"
"C00544270","IDAHO CONSERVATIVE GROWTH FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00544270","","MICHAEL D CRAPO","$82,800.00","$60,540.80","$22,259.18","2014-12-31"
"C00530816","IMMIGRATION REFORM FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00530816","GUTIERREZ, LUIS V.","GUTIERREZ","$250,045.00","$25,815.10","$283,984.95","2014-12-31"
"C00348607","IMPACT","http://docquery.fec.gov/cgi-bin/fecimg/?C00348607","","CHARLES E. SCHUMER","$1,056,282.20","$1,028,380.40","$84,754.44","2014-12-31"
"C00525238","IMPACT COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00525238","TURNER, REP MICHAEL R","TURNER","$106,100.00","$85,892.00","$22,908.02","2014-12-31"
"C00380675","INDIVIDUALS DEDICATED TO ETHICS AND SCIENCE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00380675","DEGETTE, DIANA","","$43,531.20","$47,876.00","$2,747.54","2014-12-31"
"C00547356","INLAND EMPIRE STRIKES PAC; THE","http://docquery.fec.gov/cgi-bin/fecimg/?C00547356","","MARK TAKANO","$74,100.00","$73,722.50","$377.55","2014-12-31"
"C00485383","INNOVATION FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00485383","","SCOTT MURPHY",,"$150.70",,"2013-03-31"
"C00371088","INTERACTIVE CORP POLITICAL ACTION COMMITTEE AKA IACPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00371088","","",,"$12,602.70","$85,765.60","2014-12-31"
"C00450320","INVEST IN A STRONG AND SECURE AMERICA - ISSA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00450320","","DARRELL ISSA","$619,555.60","$499,071.20","$206,871.20","2014-12-31"
"C00402982","IRL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00402982","ROS-LEHTINEN, ILEANA","ROS-LEHTINEN","$81,340.60","$69,373.90","$54,399.71","2014-12-31"
"C00489112","JEFF PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00489112","","JEFF DENHAM","$293,209.90","$229,277.50","$134,866.98","2014-12-31"
"C00363317","JERRY'S POLITICAL ACTION COMMITTEE (JERRY'S PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00363317","","NADLER FOR CONGRESS - REP. JERROLD NADLER","$59,307.00","$61,617.20","$18,520.71","2014-12-31"
"C00449413","JJJ PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00449413","","REP. BETTY S. SUTTON",,"$1,939.00",,"2013-02-01"
"C00494112","JOBS AND INNOVATION MATTER PAC (JIM PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00494112","HIMES, JIM","HIMES","$313,173.30","$314,569.30","$7,538.10","2014-12-31"
"C00536540","JOBS GROWTH AND FREEDOM FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00536540","CRUZ, RAFAEL EDWARD TED","CRUZ","$2,196,311.00","$2,065,201.40","$131,109.65","2014-12-31"
"C00567495","JOBS UNITE LABOR AND INDUSTRY IN AMERICA PAC (JULIA PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00567495","","JULIA BROWNLEY","$21,500.00","$21,239.80","$260.24","2014-12-31"
"C00420695","JOBS, ECONOMY AND BUDGET FUND (JEB FUND)","http://docquery.fec.gov/cgi-bin/fecimg/?C00420695","","REPUBLICAN LEADERSHIP COMMITTEE 2011","$1,015,195.80","$1,083,837.70","$46,133.68","2014-12-31"
"C00516724","JOBS, ENERGY AND OUR FOUNDING FATHERS PAC-JEFF PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00516724","","JEFF DUNCAN","$21,000.00","$22,149.10","$4,318.83","2014-12-31"
"C00362384","JOBS, OPPORTUNITIES AND EDUCATION PAC (JOE-PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00362384","CROWLEY, JOSEPH","CROWLEY","$1,094,588.10","$1,020,305.60","$98,958.87","2014-12-31"
"C00566851","JOBS, OPPORTUNITY AND NEW IDEAS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00566851","","JONI ERNST","$48,837.90","$36,026.40","$12,811.44","2014-12-31"
"C00390831","JOHN S FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00390831","SHIMKUS, JOHN","SHIMKUS","$384,250.00","$383,162.80","$23,531.96","2014-12-31"
"C00455832","JUST PERMANENT INTERESTS POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00455832","","","$15,000.00","$11,978.00","$9,239.02","2014-12-31"
"C00525717","JUSTINPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00525717","","JUSTIN AMASH","$28,023.60","$29,707.30","$7,748.10","2014-12-31"
"C00524603","KEEPING AMERICA ROLLING PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00524603","KELLY, GEORGE J JR J. JR.","KELLY","$67,530.00","$35,768.40","$35,365.97","2014-12-31"
"C00493809","KEEPING REPUBLICAN IDEAS STRONG TIMELY AND INVENTIVE (KRISTI PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00493809","","KRISTI LYNN NOEM","$91,501.90","$73,121.70","$18,452.48","2014-12-31"
"C00493411","KELLY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00493411","","KELLY VICTORY FUND","$589,786.80","$554,969.20","$68,104.25","2014-12-31"
"C00417717","KENTUCKY FORWARD PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00417717","","BEN CHANDLER",,"$5,356.90","$18,209.00","2014-12-31"
